stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,symbol.1,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio.1,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
EM,0.092,0.787,0.121,0.27,7/30/21,EQUITY,EQUITY,8.32E+106,EM,Smart Share Global Limited - American Depositary Shares,4.26,600,Q,4.3,600,Y,4.28,100,D,4.36,4.3842,4.25, ,4.41,-0.13,38284,1627660000000.0,1627660000000.0,4.28,q,NASD,False,False,0.2867,4,10.0,4.11,0.0,0.0,0.0,0.0,,Normal,4.28,1,-0.13,1627660000000.0,-2.9478,-0.13,-2.9478,-2.9478,True,False,,10.0,4.11,0.0,0.0, ,,0.0,0.0,0.0,0.0,0.0,85.28454,0.0,1.78255,0.0,2.81493,0.0,0.0,0.0,3.15795,3.15877,5.04102,10.19751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424898177.0,81.35105,1100.013,0.0,0.0,0.0,0.0,0.0, ,0.0,64330.0,64332.0,3385580.0
FB,0.026,0.796,0.177,0.368,7/30/21,EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",357.22,400,Q,357.28,300,Q,357.2799,700,D,354.0,360.73,352.94, ,358.32,-1.0401,8450607,1627660000000.0,1627660000000.0,357.2799,q,NASD,True,True,0.0126,4,377.5499,229.0,0.0,31.53,0.0,0.0,,Normal,357.2799,7,-1.0401,1627660000000.0,-0.2903,-1.0401,-0.2903,-0.2903,True,False,,377.5499,229.0,0.0,0.0, ,,0.368662,7.32572,9.69562,21.85659,80.97719,81.43206,37.1753,35.74647,42.52314,42.5319,31.33098,25.1086,27.42241,0.0,5.42537,0.0,7.9922,7.92609,8.68644,13.48663,72.06746,100.8735,0.0,0.0,39.42628,11.10389,2383812263.0,2396.176,1016004.0,23.70769,0.0,0.0,0.0,0.0, ,1.28915,18550300.0,18550296.0,348003220.0
MSFT,0.036,0.863,0.101,0.36,7/30/21,EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,285.23,100,Q,285.24,300,V,285.23,100,Q,285.17,286.66,284.46, ,286.5,-1.27,7810352,1627660000000.0,1627660000000.0,285.23,q,NASD,True,True,0.021,4,290.15,196.25,0.0,35.5329,2.24,0.78,00:00.0,Normal,285.23,1,-1.27,1627660000000.0,-0.4433,-1.27,-0.4433,-0.4433,True,False,,290.15,196.25,2.24,0.78,00:00.0,,0.894956,15.17166,12.8373,29.57627,68.9258,69.68495,36.45174,35.66043,41.58417,41.37415,47.07867,19.29522,25.84604,2.05026,2.07999,0.0,29.05353,35.26636,40.95135,8.05507,39.74234,48.31527,0.0,0.0,17.53173,10.66034,7531574551.0,7456.385,2157796.0,15.4153,0.0,0.0,0.0,0.56,00:00.0,0.77757,26441400.0,26441397.0,512117050.0
NVDA,0.023,0.956,0.021,0.066,7/30/21,EQUITY,EQUITY,67066G104,NVDA,NVIDIA Corporation - Common Stock,194.39,100,Y,194.45,200,Q,194.44,100,D,194.18,196.3,192.63, ,196.62,-2.18,9508856,1627660000000.0,1627660000000.0,194.44,q,NASD,True,True,0.0327,4,208.75,102.9525,0.0,92.4567,0.16,0.08,00:00.0,Normal,194.44,1,-2.18,1627660000000.0,-1.1087,-2.18,-1.1087,-1.1087,True,False,,208.75,102.9525,0.16,0.08,00:00.0,,1.620408,26.0987,25.44542,74.2502,62.4221,64.10528,27.6641,33.77495,28.62484,34.5522,33.42641,19.71138,22.1299,4.02972,4.52722,0.0,27.05444,31.76734,37.08853,2.10942,57.52285,105.2066,0.0,0.0,63.49125,13.15211,2492000000.0,2391.744,489977.0,26.81698,0.0,0.0,0.0,0.04,00:00.0,1.33873,36082610.0,22608097.0,839003180.0
CRSR,0.035,0.832,0.133,0.417,7/30/21,EQUITY,EQUITY,22041X102,CRSR,"Corsair Gaming, Inc. - Common Stock",28.94,300,V,28.97,400,Z,28.95,100,Q,29.01,29.43,28.95, ,29.35,-0.4,522588,1627660000000.0,1627660000000.0,28.95,q,NASD,True,True,0.0796,4,51.37,14.09,0.0,18.14,0.0,0.0,,Normal,28.95,1,-0.4,1627660000000.0,-1.3629,-0.4,-1.3629,-1.3629,True,False,,51.37,14.09,0.0,0.0, ,,0.001772,5.54176,1.40683,14.28882,28.44827,30.28405,7.73285,8.82542,11.03921,12.71009,0.0,0.0,0.0,0.95546,1.42537,13.60473,37.63027,60.33418,60.33418,1.54715,10704.12,3418.868,0.0,0.0,65.75438,0.0,92187443.0,88.63697,2705.701,0.0,0.0,0.0,0.0,0.0, ,0.0,1645850.0,1645851.0,64903200.0
AMD,0.07,0.763,0.167,0.205,7/31/21,EQUITY,EQUITY,7903107,AMD,"Advanced Micro Devices, Inc. - Common Stock",106.4,500,P,106.5,1300,P,106.4,0,Q,101.6,106.97,101.38, ,106.19,0.21,125632018,1627690000000.0,1627690000000.0,106.19,q,NASD,True,True,0.0092,4,106.97,72.5,0.0,35.87,0.0,0.0,,Normal,106.19,13293,0.0,1627680000000.0,0.1978,0.0,0.0,0.0,True,False,,106.97,72.5,0.0,0.0, ,,0.084131,18.23191,9.65553,33.96751,45.71214,47.53247,25.69715,18.38961,18.32084,21.58442,66.26808,39.68971,57.38199,2.09302,2.70332,83.0,4.24234,4.43029,4.43029,2.80165,450.5197,341.9478,0.0,0.0,74.47031,11.75617,1212965282.0,1206.623,128804.8,0.0,0.0,0.0,0.0,0.0, ,2.00704,68931680.0,68962288.0,947628830.0
AMZN,0.101,0.74,0.158,0.152,7/31/21,EQUITY,EQUITY,23135106,AMZN,"Amazon.com, Inc. - Common Stock",3332.0,100,P,3334.0,200,P,3333.0,0,Q,3347.95,3368.1399,3306.98, ,3327.5901,5.41,9965593,1627690000000.0,1627690000000.0,3327.59,q,NASD,True,True,0.0248,4,3773.0779,2871.0,0.0,67.11,0.0,0.0,,Normal,3327.5901,2230,0.0,1627680000000.0,0.1626,-0.0001,0.0,0.0,True,False,,3773.078,2871.0,0.0,0.0, ,,0.481066,14.66652,3.78568,28.44136,40.67896,43.24726,6.61361,6.8677,6.68489,6.81111,31.22882,9.47832,14.40883,0.99098,1.19573,148.4194,37.08321,57.93141,58.9401,57.37862,120.5522,46.90712,0.0,0.0,37.76388,4.20391,504323736.0,433.6593,1678183.0,45.56149,0.0,0.0,0.0,0.0, ,1.139,4049550.0,4057779.0,75285620.0
TSLA,0.069,0.836,0.095,0.275,7/31/21,EQUITY,EQUITY,88160R101,TSLA,"Tesla, Inc.  - Common Stock",687.58,1100,P,688.0,300,P,687.6,0,Q,671.758,697.53,669.0, ,687.2,0.4,29656411,1627690000000.0,1627690000000.0,687.2,q,NASD,True,True,0.0234,4,900.4,273.0,0.0,301.04,0.0,0.0,,Normal,687.2,4039,0.0,1627680000000.0,0.0582,0.0,0.0,0.0,True,False,,900.4,273.0,0.0,0.0, ,,0.980027,27.26193,16.25193,141.4131,22.04386,24.11775,5.51096,9.85115,7.85916,10.97173,12.40659,4.94634,7.47667,1.21923,1.50834,89.0,26.36953,31.73279,37.90114,1.91239,366.6642,915.6747,0.0,0.0,62.83736,15.10251,990015158.0,802.2889,680338.4,69.61395,0.0,0.0,0.0,0.0, ,1.97549,21370810.0,21465572.0,530880930.0
FB,0.063,0.753,0.183,0.29,7/31/21,EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",356.55,1400,Q,356.75,1200,P,356.72,100,P,354.0,360.73,352.94, ,356.3,0.42,15976179,1627690000000.0,1627690000000.0,356.3,q,NASD,True,True,0.0108,4,377.5499,229.0,0.0,26.19,0.0,0.0,,Normal,356.3,10655,0.0,1627680000000.0,0.1179,0.0,0.0,0.0,True,False,,377.5499,229.0,0.0,0.0, ,,0.366584,7.28442,9.64096,21.73338,80.97719,81.43206,37.1753,35.74647,42.52314,42.5319,31.33098,25.1086,27.42241,0.0,5.42537,0.0,7.9922,7.92609,8.68644,13.48663,72.06746,100.8735,0.0,0.0,39.42628,11.10389,2383812263.0,2395.987,1010276.0,23.70769,0.0,0.0,0.0,0.0, ,1.28834,19041130.0,19045305.0,344537230.0
MSFT,0.046,0.84,0.114,0.359,7/31/21,EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,285.0,100,P,285.1,2200,P,285.1,0,P,285.17,286.66,283.91, ,284.91,0.19,20944846,1627690000000.0,1627690000000.0,284.91,q,NASD,True,True,0.0144,4,290.15,196.25,0.0,35.5677,2.24,0.79,00:00.0,Normal,284.91,25925,0.0,1627680000000.0,0.0667,0.0,0.0,0.0,True,False,,290.15,196.25,2.24,0.79,00:00.0,,0.88999,15.08746,12.76606,29.41213,68.9258,69.68495,36.45174,35.66043,41.58714,41.38499,47.07867,19.29522,25.84604,2.05026,2.07999,0.0,33.2371,43.54171,49.78378,8.05507,39.74234,48.31527,0.0,0.0,17.53173,10.66034,7531574551.0,7460.493,2145821.0,15.4153,0.0,0.0,0.0,0.56,00:00.0,0.77675,25837700.0,25917196.0,508518650.0
EM,0.092,0.787,0.121,0.27,7/31/21,EQUITY,EQUITY,8.32E+106,EM,Smart Share Global Limited - American Depositary Shares,4.24,200,Q,4.3,500,Q,4.25,0,D,4.36,4.3842,4.25, ,4.25,0.0,44189,1627680000000.0,1627680000000.0,4.25,q,NASD,False,False,0.2692,4,10.0,4.11,0.0,0.0,0.0,0.0,,Normal,4.25,2,0.0,1627680000000.0,0.0,0.0,0.0,0.0,True,False,,10.0,4.11,0.0,0.0, ,,0.0,0.0,0.0,0.0,0.0,85.28454,0.0,1.78255,0.0,2.81493,0.0,0.0,0.0,3.15795,3.15877,5.04102,10.19751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424898177.0,81.35105,1060.103,0.0,0.0,0.0,0.0,0.0, ,0.0,65150.0,65150.0,3180810.0
AAPL,0.035,0.864,0.101,0.316,7/31/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,145.95,7200,P,145.97,200,P,145.95,200,D,144.38,146.33,144.11, ,145.86,0.09,70440626,1627690000000.0,1627690000000.0,145.86,q,NASD,True,True,0.0133,4,150.0,93.7675,0.0,28.5226,0.88,0.6,00:00.0,Normal,145.86,60174,0.0,1627680000000.0,0.0617,0.0,0.0,0.0,True,False,,150.0,93.7675,0.88,0.6,00:00.0,,0.517175,37.56994,6.94528,24.65352,41.00503,43.29273,25.00382,26.70138,28.78772,29.62645,127.1247,26.82452,39.09014,1.01384,1.06189,0.0,65.45405,164.5177,189.4695,5.10613,55.23408,100.5681,0.0,0.0,26.76506,0.0,16530166000.0,16361.28,2411090.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20255,86251290.0,86488760.0,1745092780.0
CRSR,0.025,0.896,0.08,0.387,7/31/21,EQUITY,EQUITY,22041X102,CRSR,"Corsair Gaming, Inc. - Common Stock",29.23,100,P,29.3,10000,Q,29.3,0,D,29.01,29.43,28.72, ,29.19,0.11,1868736,1627690000000.0,1627690000000.0,29.19,q,NASD,True,True,0.0531,4,51.37,14.09,0.0,18.17,0.0,0.0,,Normal,29.19,1030,0.0,1627680000000.0,0.3768,0.0,0.0,0.0,True,False,,51.37,14.09,0.0,0.0, ,,0.001763,5.51155,1.39916,14.21092,28.44827,30.28405,7.73285,8.82542,11.03921,12.71009,0.0,0.0,0.0,0.95546,1.42537,13.60473,37.63027,60.33418,60.33418,1.54715,10704.12,3418.868,0.0,0.0,65.75438,0.0,92187443.0,88.63697,2690.951,0.0,0.0,0.0,0.0,0.0, ,0.0,1596480.0,1597691.0,65208320.0
NVDA,0.03,0.943,0.027,0.085,7/31/21,EQUITY,EQUITY,67066G104,NVDA,NVIDIA Corporation - Common Stock,193.9,500,P,194.49,900,P,194.49,100,D,194.18,196.3,192.63, ,194.99,-0.5,18349746,1627690000000.0,1627690000000.0,194.99,q,NASD,True,True,0.0268,4,208.75,102.9525,0.0,93.2105,0.16,0.08,00:00.0,Normal,194.99,10422,0.0,1627680000000.0,-0.2564,0.0,0.0,0.0,True,False,,208.75,102.9525,0.16,0.08,00:00.0,,1.606974,25.88234,25.23448,73.63465,62.4221,64.10528,27.6641,33.77495,28.62484,34.5522,33.42641,19.71138,22.1299,4.02972,4.52722,0.0,27.05444,31.76734,37.08853,2.10942,57.52285,105.2066,0.0,0.0,63.49125,13.15211,2492000000.0,2391.731,485915.1,26.81698,0.0,0.0,0.0,0.04,00:00.0,1.33758,30996940.0,24012932.0,838261380.0
NKLA,0.157,0.682,0.161,-0.166,7/31/21,EQUITY,EQUITY,654110105,NKLA,Nikola Corporation - Common Stock,12.02,100,P,12.03,9200,P,12.03,400,D,11.9,12.57,11.79, ,11.87,0.16,16559173,1627690000000.0,1627690000000.0,11.87,q,NASD,True,True,0.038,4,54.56,9.37,0.0,0.0,0.0,0.0,,Normal,11.87,2429,0.0,1627680000000.0,1.3479,0.0,0.0,0.0,True,False,,54.56,9.37,0.0,0.0, ,,0.0,5.12314,130332.2,0.0,16.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59301,1.49855,1.6188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395278689.0,185.8405,4691.958,0.0,0.0,0.0,0.0,0.0, ,0.0,9317340.0,9333780.0,240264180.0
AMD,0.075,0.748,0.176,0.226,8/1/21,EQUITY,EQUITY,7903107,AMD,"Advanced Micro Devices, Inc. - Common Stock",106.4,500,P,106.5,1300,P,106.4,0,Q,101.6,106.97,101.38, ,106.19,0.21,125632018,1627690000000.0,1627690000000.0,106.19,q,NASD,True,True,0.0092,4,106.97,72.5,0.0,37.9027,0.0,0.0,,Normal,106.19,13293,0.0,1627680000000.0,0.1978,0.0,0.0,0.0,True,False,,106.97,72.5,0.0,0.0, ,,0.084131,18.23191,9.65553,33.96751,45.71214,47.53247,25.69715,18.38961,18.32084,21.58442,66.26808,39.68971,57.38199,2.09302,2.70332,83.0,4.24234,4.43029,4.43029,2.80165,450.5197,341.9478,0.0,0.0,74.47031,11.75617,1212965282.0,1206.623,128804.8,0.0,0.0,0.0,0.0,0.0, ,2.00704,68931680.0,68962288.0,947628830.0
AMZN,0.059,0.797,0.144,0.211,8/1/21,EQUITY,EQUITY,23135106,AMZN,"Amazon.com, Inc. - Common Stock",3332.0,100,P,3334.0,200,P,3333.0,0,Q,3347.95,3368.1399,3306.98, ,3327.5901,5.41,9965593,1627690000000.0,1627690000000.0,3327.59,q,NASD,True,True,0.0248,4,3773.0779,2871.0,0.0,57.9935,0.0,0.0,,Normal,3327.5901,2230,0.0,1627680000000.0,0.1626,-0.0001,0.0,0.0,True,False,,3773.078,2871.0,0.0,0.0, ,,0.481066,14.66652,3.78568,28.44136,40.67896,43.24726,6.61361,6.8677,6.68489,6.81111,31.22882,9.47832,14.40883,0.99098,1.19573,148.4194,37.08321,57.93141,58.9401,57.37862,120.5522,46.90712,0.0,0.0,37.76388,4.20391,504323736.0,433.6593,1678183.0,45.56149,0.0,0.0,0.0,0.0, ,1.139,4049550.0,4057779.0,75285620.0
TSLA,0.041,0.829,0.13,0.455,8/1/21,EQUITY,EQUITY,88160R101,TSLA,"Tesla, Inc.  - Common Stock",687.58,1100,P,688.0,300,P,687.6,0,Q,671.758,697.53,669.0, ,687.2,0.4,29656411,1627690000000.0,1627690000000.0,687.2,q,NASD,True,True,0.0234,4,900.4,273.0,0.0,359.3409,0.0,0.0,,Normal,687.2,4039,0.0,1627680000000.0,0.0582,0.0,0.0,0.0,True,False,,900.4,273.0,0.0,0.0, ,,0.980027,27.26193,16.25193,141.4131,22.04386,24.11775,5.51096,9.85115,7.85916,10.97173,12.40659,4.94634,7.47667,1.21923,1.50834,89.0,26.36953,31.73279,37.90114,1.91239,366.6642,915.6747,0.0,0.0,62.83736,15.10251,990015158.0,802.2889,680338.4,69.61395,0.0,0.0,0.0,0.0, ,1.97549,21370810.0,21465572.0,530880930.0
MSFT,0.05,0.844,0.106,0.3,8/1/21,EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,285.0,100,P,285.1,2200,P,285.1,0,P,285.17,286.66,283.91, ,284.91,0.19,20944846,1627690000000.0,1627690000000.0,284.91,q,NASD,True,True,0.0144,4,290.15,196.25,0.0,35.3703,2.24,0.79,00:00.0,Normal,284.91,25925,0.0,1627680000000.0,0.0667,0.0,0.0,0.0,True,False,,290.15,196.25,2.24,0.79,00:00.0,,0.88999,15.08746,12.76606,29.41213,68.9258,69.68495,36.45174,35.66043,41.58714,41.38499,47.07867,19.29522,25.84604,2.05026,2.07999,0.0,33.2371,43.54171,49.78378,8.05507,39.74234,48.31527,0.0,0.0,17.53173,10.66034,7531574551.0,7460.493,2145821.0,15.4153,0.0,0.0,0.0,0.56,00:00.0,0.77675,25837700.0,25917196.0,508518650.0
EM,0.085,0.803,0.112,0.256,8/1/21,EQUITY,EQUITY,8.32E+106,EM,Smart Share Global Limited - American Depositary Shares,4.24,200,Q,4.3,500,Q,4.25,0,D,4.36,4.3842,4.25, ,4.25,0.0,44189,1627680000000.0,1627680000000.0,4.25,q,NASD,False,False,0.2692,4,10.0,4.11,0.0,0.0,0.0,0.0,,Normal,4.25,2,0.0,1627680000000.0,0.0,0.0,0.0,0.0,True,False,,10.0,4.11,0.0,0.0, ,,0.0,0.0,0.0,0.0,0.0,85.28454,0.0,1.78255,0.0,2.81493,0.0,0.0,0.0,3.15795,3.15877,5.04102,10.19751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424898177.0,81.35105,1060.103,0.0,0.0,0.0,0.0,0.0, ,0.0,65150.0,65150.0,3180810.0
AAPL,0.037,0.858,0.105,0.328,8/1/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,145.95,7200,P,145.97,200,P,145.95,200,D,144.38,146.33,144.11, ,145.86,0.09,70440626,1627690000000.0,1627690000000.0,145.86,q,NASD,True,True,0.0133,4,150.0,93.7675,0.0,28.5657,0.88,0.6,00:00.0,Normal,145.86,60174,0.0,1627680000000.0,0.0617,0.0,0.0,0.0,True,False,,150.0,93.7675,0.88,0.6,00:00.0,,0.517175,37.56994,6.94528,24.65352,41.00503,43.29273,25.00382,26.70138,28.78772,29.62645,127.1247,26.82452,39.09014,1.01384,1.06189,0.0,65.45405,164.5177,189.4695,5.10613,55.23408,100.5681,0.0,0.0,26.76506,0.0,16530166000.0,16361.28,2411090.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20255,86251290.0,86488760.0,1745092780.0
CRSR,0.042,0.828,0.13,0.502,8/1/21,EQUITY,EQUITY,22041X102,CRSR,"Corsair Gaming, Inc. - Common Stock",29.23,100,P,29.3,10000,Q,29.3,0,D,29.01,29.43,28.72, ,29.19,0.11,1868736,1627690000000.0,1627690000000.0,29.19,q,NASD,True,True,0.0531,4,51.37,14.09,0.0,18.8669,0.0,0.0,,Normal,29.19,1030,0.0,1627680000000.0,0.3768,0.0,0.0,0.0,True,False,,51.37,14.09,0.0,0.0, ,,0.001763,5.51155,1.39916,14.21092,28.44827,30.28405,7.73285,8.82542,11.03921,12.71009,0.0,0.0,0.0,0.95546,1.42537,13.60473,37.63027,60.33418,60.33418,1.54715,10704.12,3418.868,0.0,0.0,65.75438,0.0,92187443.0,88.63697,2690.951,0.0,0.0,0.0,0.0,0.0, ,0.0,1596480.0,1597691.0,65208320.0
FB,0.114,0.723,0.163,0.368,8/1/21,EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",356.55,1400,Q,356.75,1200,P,356.72,100,P,354.0,360.73,352.94, ,356.3,0.42,15976179,1627690000000.0,1627690000000.0,356.3,q,NASD,True,True,0.0108,4,377.5499,229.0,0.0,26.4188,0.0,0.0,,Normal,356.3,10655,0.0,1627680000000.0,0.1179,0.0,0.0,0.0,True,False,,377.5499,229.0,0.0,0.0, ,,0.366584,7.28442,9.64096,21.73338,80.97719,81.43206,37.1753,35.74647,42.52314,42.5319,31.33098,25.1086,27.42241,0.0,5.42537,0.0,7.9922,7.92609,8.68644,13.48663,72.06746,100.8735,0.0,0.0,39.42628,11.10389,2383812263.0,2395.987,1010276.0,23.70769,0.0,0.0,0.0,0.0, ,1.28834,19041130.0,19045305.0,344537230.0
NVDA,0.002,0.951,0.047,0.287,8/1/21,EQUITY,EQUITY,67066G104,NVDA,NVIDIA Corporation - Common Stock,193.9,500,P,194.49,900,P,194.49,100,D,194.18,196.3,192.63, ,194.99,-0.5,18349746,1627690000000.0,1627690000000.0,194.99,q,NASD,True,True,0.0268,4,208.75,102.9525,0.0,92.4377,0.16,0.08,00:00.0,Normal,194.99,10422,0.0,1627680000000.0,-0.2564,0.0,0.0,0.0,True,False,,208.75,102.9525,0.16,0.08,00:00.0,,1.606974,25.88234,25.23448,73.63465,62.4221,64.10528,27.6641,33.77495,28.62484,34.5522,33.42641,19.71138,22.1299,4.02972,4.52722,0.0,27.05444,31.76734,37.08853,2.10942,57.52285,105.2066,0.0,0.0,63.49125,13.15211,2492000000.0,2391.731,485915.1,26.81698,0.0,0.0,0.0,0.04,00:00.0,1.33758,30996940.0,24012932.0,838261380.0
TA,0.09,0.779,0.132,-0.167,8/1/21,EQUITY,EQUITY,89421B109,TA,TravelCenters of America Inc.  - Common Stock,28.55,200,Q,35.0,4900,Q,28.92,0,D,29.1,29.75,28.54, ,28.92,0.0,66409,1627680000000.0,1627680000000.0,28.92,q,NASD,True,True,0.2602,4,35.99,13.1601,0.0,47.144,0.0,0.0,,Closed,28.92,81,0.0,1627680000000.0,0.0,0.0,0.0,0.0,True,False,,35.99,13.1601,0.0,0.0, ,,0.0,0.66285,0.08303,3.5006,27.9599,23.35014,0.0,0.0,0.67528,0.40468,0.0,0.0,0.0,1.34368,1.66809,0.60067,45.23702,82.6583,82.6583,0.61344,0.0,82.08367,0.0,0.0,0.0,18.84209,14561859.0,12.31077,421.129,0.0,0.0,0.0,0.0,0.0, ,2.19291,92630.0,92631.0,3078200.0
AMD,0.078,0.732,0.19,0.231,8/2/21,EQUITY,EQUITY,7903107,AMD,"Advanced Micro Devices, Inc. - Common Stock",108.13,8000,Q,108.15,800,X,108.13,100,D,105.93,109.155,103.83, ,106.19,1.94,63544443,1627920000000.0,1627920000000.0,108.13,q,NASD,True,True,0.0121,4,109.155,72.5,0.0,37.9027,0.0,0.0,,Normal,108.13,1,1.94,1627920000000.0,1.8269,1.94,1.8269,1.8269,True,False,,106.97,72.5,0.0,0.0, ,,0.084131,18.23191,9.65553,33.96751,45.71214,47.53247,25.69715,18.38961,18.32084,21.58442,66.26808,39.68971,57.38199,2.09302,2.70332,83.0,4.24234,4.43029,4.43029,2.80165,450.5197,341.9478,0.0,0.0,74.47031,11.75617,1212965282.0,1206.623,128804.8,0.0,0.0,0.0,0.0,0.0, ,2.00704,68931680.0,68962288.0,947628830.0
AMZN,0.053,0.781,0.166,0.228,8/2/21,EQUITY,EQUITY,23135106,AMZN,"Amazon.com, Inc. - Common Stock",3327.46,100,H,3329.5701,100,H,3329.55,100,D,3353.1001,3358.9199,3317.0, ,3327.5901,1.96,2174400,1627920000000.0,1627920000000.0,3329.55,q,NASD,True,True,0.0247,4,3773.0779,2871.0,0.0,57.9935,0.0,0.0,,Normal,3329.55,1,1.96,1627920000000.0,0.0589,1.9599,0.0589,0.0589,True,False,,3773.078,2871.0,0.0,0.0, ,,0.481066,14.66652,3.78568,28.44136,40.67896,43.24726,6.61361,6.8677,6.68489,6.81111,31.22882,9.47832,14.40883,0.99098,1.19573,148.4194,37.08321,57.93141,58.9401,57.37862,120.5522,46.90712,0.0,0.0,37.76388,4.20391,504323736.0,433.6593,1678183.0,45.56149,0.0,0.0,0.0,0.0, ,1.139,4049550.0,4057779.0,75285620.0
TSLA,0.056,0.776,0.169,0.357,8/2/21,EQUITY,EQUITY,88160R101,TSLA,"Tesla, Inc.  - Common Stock",718.66,100,K,718.9,200,P,718.885,100,D,700.0,726.94,698.4, ,687.2,31.685,22039309,1627920000000.0,1627920000000.0,718.885,q,NASD,True,True,0.0228,4,900.4,273.0,0.0,359.3409,0.0,0.0,,Normal,718.885,1,31.685,1627920000000.0,4.6107,31.685,4.6107,4.6107,True,False,,900.4,273.0,0.0,0.0, ,,0.980027,27.26193,16.25193,141.4131,22.04386,24.11775,5.51096,9.85115,7.85916,10.97173,12.40659,4.94634,7.47667,1.21923,1.50834,89.0,26.36953,31.73279,37.90114,1.91239,366.6642,915.6747,0.0,0.0,62.83736,15.10251,990015158.0,802.2889,680338.4,69.61395,0.0,0.0,0.0,0.0, ,1.97549,21370810.0,21465572.0,530880930.0
MSFT,0.039,0.86,0.1,0.358,8/2/21,EQUITY,EQUITY,594918104,MSFT,Microsoft Corporation - Common Stock,285.7,200,K,285.73,400,N,285.7199,100,D,286.36,286.775,283.74, ,284.91,0.8099,8555157,1627920000000.0,1627920000000.0,285.7199,q,NASD,True,True,0.0104,4,290.15,196.25,0.0,35.3703,2.24,0.79,00:00.0,Normal,285.7199,1,0.8099,1627920000000.0,0.2843,0.8099,0.2843,0.2843,True,False,,290.15,196.25,2.24,0.79,00:00.0,,0.88999,15.08746,12.76606,29.41213,68.9258,69.68495,36.45174,35.66043,41.58714,41.38499,47.07867,19.29522,25.84604,2.05026,2.07999,0.0,33.2371,43.54171,49.78378,8.05507,39.74234,48.31527,0.0,0.0,17.53173,10.66034,7531574551.0,7460.493,2145821.0,15.4153,0.0,0.0,0.0,0.56,00:00.0,0.77675,25837700.0,25917196.0,508518650.0
AAPL,0.037,0.836,0.127,0.242,8/2/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,145.7,1000,Z,145.71,200,P,145.705,200,D,146.36,146.95,145.25, ,145.86,-0.155,34663012,1627920000000.0,1627920000000.0,145.705,q,NASD,True,True,0.0124,4,150.0,93.7675,0.0,28.5657,0.88,0.6,00:00.0,Normal,145.705,2,-0.155,1627920000000.0,-0.1063,-0.155,-0.1063,-0.1063,True,False,,150.0,93.7675,0.88,0.6,00:00.0,,0.517175,37.56994,6.94528,24.65352,41.00503,43.29273,25.00382,26.70138,28.78772,29.62645,127.1247,26.82452,39.09014,1.01384,1.06189,0.0,65.45405,164.5177,189.4695,5.10613,55.23408,100.5681,0.0,0.0,26.76506,0.0,16530166000.0,16361.28,2411090.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20255,86251290.0,86488760.0,1745092780.0
